name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff
cg14685946_ACSL3,1,4285,1,6.322539e-01,2.830410e+03,1.791529e+00,2.272429e-01
cg14880257_MYT1L,1,4181,1,6.228776e-01,2.861777e+03,1.837148e+00,2.272884e-01
cg14892517_ASB3,1,4315,1,8.999819e-01,2.337616e+03,3.883961e-01,2.270198e-01
cg15135286_LTBP1,1,3463,1,7.016792e-01,2.645677e+03,1.399027e+00,2.245959e-01
cg15359390_REG1P,1,4093,1,6.135549e-01,2.929389e+03,1.882000e+00,2.273899e-01
cg15725733_AGAP1,1,4123,1,6.081516e-01,2.921252e+03,1.911859e+00,2.276834e-01
cg15772133_LTBP1,1,3785,1,7.024525e-01,2.643618e+03,1.403055e+00,2.279901e-01
cg15944856_C2orf66,1,4171,1,8.205129e-01,2.452502e+03,7.993712e-01,2.274091e-01
cg16226586_HDAC4,1,4273,1,6.663441e-01,2.736907e+03,1.611909e+00,2.274775e-01
cg16248554_GLI2,1,4009,1,6.300111e-01,2.814728e+03,1.792506e+00,2.273480e-01
cg16336556_LTBP1,1,4146,1,7.049979e-01,2.662676e+03,1.404982e+00,2.273236e-01
cg16480662_TMEM198,1,4073,1,5.972948e-01,2.963434e+03,1.966920e+00,2.277611e-01
cg16572410_LTBP1,1,1386,1,6.797945e-01,2.548721e+03,1.371672e+00,2.320934e-01
cg16576213_CTNNA2,1,3970,1,5.866073e-01,3.001712e+03,2.018748e+00,2.278598e-01
cg16925003_PXDN,1,4059,1,5.951745e-01,2.971622e+03,1.977412e+00,2.277168e-01
cg17050941_LOC150622,1,3984,1,6.301684e-01,2.810841e+03,1.791298e+00,2.273577e-01
cg17088180_BCL2L11,1,3722,1,8.877394e-01,2.272357e+03,4.525865e-01,2.275123e-01
cg17297628_LTBP1,1,4321,1,7.058708e-01,2.666408e+03,1.406151e+00,2.273453e-01
cg17320185_C2orf66,1,3945,1,8.199520e-01,2.444942e+03,7.986507e-01,2.264299e-01
cg17751550_ICOS,1,4201,1,8.427584e-01,2.409463e+03,6.856446e-01,2.273671e-01
cg18219180_ICOS,1,3544,1,8.385093e-01,2.394245e+03,6.803038e-01,2.266453e-01
cg18228933_HDAC4,1,4228,1,6.234527e-01,2.864817e+03,1.835662e+00,2.273749e-01
cg18310515_GNLY,1,4293,1,8.631695e-01,2.368264e+03,5.804802e-01,2.267826e-01
cg18538138_LTBP1,1,3631,1,7.021335e-01,2.584022e+03,1.398427e+00,2.281403e-01
cg18658787_LTBP1,1,4423,1,7.066157e-01,2.736604e+03,1.409032e+00,2.261367e-01
cg19393314_HDAC4,1,4162,1,6.566584e-01,2.746572e+03,1.658962e+00,2.275482e-01
cg19610253_CCDC74B,1,4070,1,5.648327e-01,3.110151e+03,2.137759e+00,2.277009e-01
cg20417128_PXDN,1,4035,1,6.309575e-01,2.817287e+03,1.789709e+00,2.276063e-01
cg20553016_SH3BP4,1,4102,1,6.599315e-01,2.736383e+03,1.639200e+00,2.277149e-01
cg20944278_C2orf66,1,1037,1,8.393665e-01,2.009170e+03,7.496192e-01,2.311247e-01
cg20948956_LTBP1,1,3451,1,7.006279e-01,2.627924e+03,1.398722e+00,2.276864e-01
cg21135616_HDAC4,1,4154,1,6.236008e-01,2.852449e+03,1.832191e+00,2.276312e-01
cg21240950_IMP4,1,4201,1,6.239719e-01,2.857759e+03,1.831839e+00,2.275231e-01
cg21423458_ICOS,1,4067,1,8.427486e-01,2.398373e+03,6.875788e-01,2.268551e-01
cg21441730_LTBP1,1,4054,1,7.046597e-01,2.655637e+03,1.402902e+00,2.274225e-01
cg21473183_GNLY,1,865,1,8.780830e-01,1.872861e+03,5.281708e-01,2.337520e-01
cg21843347_LTBP1,1,4108,1,7.048757e-01,2.654479e+03,1.403483e+00,2.278053e-01
cg21964611_ZNF2,1,4206,1,8.748718e-01,2.344321e+03,5.160007e-01,2.276410e-01
cg22648929_PXDN,1,3921,1,5.912942e-01,2.975742e+03,1.991491e+00,2.278781e-01
cg22827324_LTBP1,1,3857,1,7.048307e-01,2.608172e+03,1.403638e+00,2.233751e-01
cg23572334_ZNF2,1,3952,1,8.734212e-01,2.338388e+03,5.162282e-01,2.273878e-01
cg24351977_LTBP1,1,4246,1,7.057258e-01,2.663237e+03,1.405071e+00,2.273591e-01
cg24620635_GNLY,1,3930,1,8.615266e-01,2.379508e+03,5.828513e-01,2.264047e-01
cg24675770_LTBP1,1,4258,1,7.057206e-01,2.661516e+03,1.404959e+00,2.274217e-01
cg24980995_DIRC3,1,4326,1,6.302589e-01,2.849104e+03,1.803607e+00,2.273515e-01
cg25161429_AGAP1,1,4130,1,6.688942e-01,2.718382e+03,1.592792e+00,2.277335e-01
cg25164450_HDAC4,1,4254,1,6.346506e-01,2.815009e+03,1.777322e+00,2.273884e-01
cg25685524_CCDC74B,1,4188,1,6.987966e-01,2.667293e+03,1.438602e+00,2.275078e-01
cg26672287_LTBP1,1,4173,1,7.054006e-01,2.661964e+03,1.404873e+00,2.273850e-01
cg27254040_NRXN1,1,4146,1,6.189473e-01,2.876703e+03,1.857820e+00,2.277635e-01
cg27366866_LTBP1,1,3955,1,7.038254e-01,2.661930e+03,1.404591e+00,2.272734e-01
cg27591920_BCL2L11,1,4050,1,8.844359e-01,2.335787e+03,4.647870e-01,2.250419e-01
cg00097432_ZBTB20,1,4209,1,7.858345e-01,2.510532e+03,9.832456e-01,2.273283e-01
cg00262061_CX3CR1,1,4380,1,8.484036e-01,2.414091e+03,6.628521e-01,2.247026e-01
cg00375025_KCNAB1,1,4339,1,9.201795e-01,2.257147e+03,2.819761e-01,2.273300e-01
cg00503690_LRIG1,1,4217,1,6.385077e-01,2.789079e+03,1.756371e+00,2.274599e-01
cg00695821_KCNAB1,1,4401,1,9.206632e-01,2.255209e+03,2.824207e-01,2.271570e-01
cg00742851_LRRN1,1,4351,1,8.134727e-01,2.465983e+03,8.432032e-01,2.273237e-01
cg01310029_IL5RA,1,4351,1,5.894884e-01,3.047383e+03,2.019493e+00,2.272352e-01
cg01394385_CX3CR1,1,4181,1,8.472496e-01,2.396622e+03,6.596895e-01,2.271678e-01
cg01442531_LRRN1,1,4276,1,8.130196e-01,2.466020e+03,8.423124e-01,2.271408e-01
cg01953156_ABHD6,1,4080,1,9.045455e-01,2.284010e+03,3.573661e-01,2.263978e-01
cg02039271_KCNAB1,1,4367,1,9.205144e-01,2.255465e+03,2.813412e-01,2.273900e-01
cg02132593_ZBTB20,1,3380,1,7.796424e-01,2.493433e+03,9.765117e-01,2.282766e-01
cg02147465_ZBTB20,1,4126,1,7.853026e-01,2.504891e+03,9.821358e-01,2.275730e-01
cg02255107_OXNAD1,1,4242,1,8.877535e-01,2.320356e+03,4.495079e-01,2.275038e-01
cg02331784_ZBTB20,1,4385,1,7.866167e-01,2.518196e+03,9.855327e-01,2.270928e-01
cg02564299_ZBTB20,1,4451,1,7.866690e-01,2.522765e+03,9.876205e-01,2.270682e-01
cg02696971_CBLB,1,4306,1,8.750717e-01,2.367875e+03,5.202496e-01,2.273415e-01
cg03015144_ZBTB20,1,4083,1,7.849644e-01,2.514414e+03,9.845071e-01,2.276618e-01
cg03280839_LRRN1,1,4389,1,8.133677e-01,2.524051e+03,8.449245e-01,2.268563e-01
cg03341748_KCNAB1,1,4352,1,9.205827e-01,2.252193e+03,2.806370e-01,2.272204e-01
cg03377396_ZBTB20,1,3982,1,7.843189e-01,2.510727e+03,9.810155e-01,2.278297e-01
cg03930929_LRRN1,1,4322,1,8.132375e-01,2.468775e+03,8.436723e-01,2.269505e-01
cg04002063_CBLB,1,4159,1,8.743927e-01,2.340580e+03,5.156215e-01,2.276388e-01
cg04150219_LRRN1,1,4327,1,8.130783e-01,2.470159e+03,8.437703e-01,2.271975e-01
cg04399108_ZBTB20,1,4246,1,7.860506e-01,2.515352e+03,9.829384e-01,2.271518e-01
cg04564000_ZBTB20,1,4284,1,7.860984e-01,2.517072e+03,9.861741e-01,2.271030e-01
cg04809093_ZBTB20,1,3932,1,7.843579e-01,2.498884e+03,9.803890e-01,2.278386e-01
cg04879722_ZBTB20,1,4389,1,7.865334e-01,2.545977e+03,9.892296e-01,2.270331e-01
cg05046858_CX3CR1,1,4107,1,8.468459e-01,2.399014e+03,6.600778e-01,2.265767e-01
cg05526341_LRIG1,1,4241,1,6.072203e-01,2.944521e+03,1.920989e+00,2.274263e-01
cg05544095_ZBTB20,1,4263,1,7.859586e-01,2.519598e+03,9.845742e-01,2.274798e-01
cg06225294_ZBTB20,1,4269,1,7.860502e-01,2.581807e+03,9.894433e-01,2.263666e-01
cg06289474_KCNAB1,1,4278,1,9.201952e-01,2.253483e+03,2.799300e-01,2.275394e-01
cg06798483_ST3GAL6,1,4361,1,6.020111e-01,2.992161e+03,1.953770e+00,2.267653e-01
cg07165288_ZBTB20,1,4375,1,7.864123e-01,2.517969e+03,9.862077e-01,2.271449e-01
cg07317983_ZBTB20,1,4363,1,7.866987e-01,2.518650e+03,9.851135e-01,2.267583e-01
cg07704718_ABHD6,1,4401,1,9.062138e-01,2.282524e+03,3.583257e-01,2.269398e-01
cg07781701_CBLB,1,3340,1,8.698458e-01,2.353730e+03,5.123248e-01,2.258848e-01
cg08119928_IL5RA,1,4351,1,5.895688e-01,3.051001e+03,2.019140e+00,2.273372e-01
cg08359717_ZBTB20,1,3976,1,7.843950e-01,2.506765e+03,9.817057e-01,2.272418e-01
cg08404225_IL5RA,1,3570,1,5.862463e-01,3.027364e+03,2.018548e+00,2.264992e-01
cg08556718_LRRN1,1,4426,1,8.138461e-01,2.522760e+03,8.447189e-01,2.267131e-01
cg08996334_ZBTB20,1,4154,1,7.854317e-01,2.570945e+03,9.838530e-01,2.272527e-01
cg09291982_ZBTB20,1,4033,1,7.845669e-01,2.529690e+03,9.826346e-01,2.272415e-01
cg09558975_IL5RA,1,3709,1,5.856152e-01,2.978361e+03,2.015032e+00,2.278124e-01
cg09623845_LRRN1,1,4330,1,8.131871e-01,2.470053e+03,8.440880e-01,2.271130e-01
cg09665338_LRRN1,1,4452,1,8.139613e-01,2.481258e+03,8.451641e-01,2.262145e-01
cg09671122_CMC1,1,4450,1,6.590598e-01,2.832151e+03,1.658170e+00,2.265915e-01
cg10141352_KCNAB1,1,4011,1,9.187939e-01,2.247892e+03,2.772177e-01,2.275688e-01
cg10159529_IL5RA,1,4341,1,5.895080e-01,3.042593e+03,2.018622e+00,2.271697e-01
cg10239988_ZBTB20,1,4027,1,7.845724e-01,2.510284e+03,9.817593e-01,2.277680e-01
cg10579246_OXNAD1,1,4379,1,8.887385e-01,2.319435e+03,4.491567e-01,2.268280e-01
cg10995873_ZBTB20,1,3971,1,7.849806e-01,2.510749e+03,9.807035e-01,2.262786e-01
cg11208165_OXNAD1,1,3746,1,8.843934e-01,2.315082e+03,4.495199e-01,2.270596e-01
cg12335116_ZBTB20,1,4395,1,7.864854e-01,2.520751e+03,9.874822e-01,2.268194e-01
cg12385467_C3orf30,1,4278,1,6.666189e-01,2.734119e+03,1.610836e+00,2.273771e-01
cg12385467_IGSF11,1,4278,1,6.666189e-01,2.734119e+03,1.610836e+00,2.273771e-01
cg12693099_KCNAB1,1,3408,1,9.203552e-01,2.236900e+03,2.704436e-01,2.221960e-01
cg13145644_CX3CR1,1,4117,1,8.468778e-01,2.400246e+03,6.609991e-01,2.276203e-01
cg13470673_ZBTB20,1,4419,1,7.868509e-01,2.568399e+03,9.883605e-01,2.261403e-01
cg13474789_MAP6D1,1,4342,1,8.934546e-01,2.307945e+03,4.231820e-01,2.272775e-01
cg13798112_ZBTB20,1,4060,1,7.852902e-01,2.458545e+03,9.845200e-01,2.269818e-01
cg14218037_KCNAB1,1,3574,1,9.161049e-01,2.250943e+03,2.739530e-01,2.274934e-01
cg14338114_ZBTB20,1,4331,1,7.861165e-01,2.517998e+03,9.854225e-01,2.272912e-01
cg14847818_ZBTB20,1,4253,1,7.860199e-01,2.512099e+03,9.830797e-01,2.271643e-01
cg14941895_ZBTB20,1,4357,1,7.863182e-01,2.520106e+03,9.854128e-01,2.272429e-01
cg15423862_KCNAB1,1,4323,1,9.204277e-01,2.300477e+03,2.831441e-01,2.262330e-01
cg15482530_LRRN1,1,4019,1,8.118504e-01,2.453344e+03,8.393675e-01,2.276627e-01
cg15621546_IL5RA,1,3884,1,5.878121e-01,3.067180e+03,2.016859e+00,2.272418e-01
cg15999997_LRRN1,1,4123,1,8.124435e-01,2.466015e+03,8.428205e-01,2.271141e-01
cg16156182_KCNAB1,1,3488,1,9.161428e-01,2.240245e+03,2.739677e-01,2.271315e-01
cg16456087_OXNAD1,1,3708,1,8.908285e-01,2.303808e+03,4.426288e-01,2.262155e-01
cg16569813_ABHD6,1,4020,1,9.041524e-01,2.326451e+03,3.571495e-01,2.260128e-01
cg16830504_KCNAB1,1,4060,1,9.192065e-01,2.252476e+03,2.768547e-01,2.275341e-01
cg17460368_ZBTB20,1,4442,1,7.867161e-01,2.577147e+03,9.874716e-01,2.266725e-01
cg17792833_LRRN1,1,4210,1,8.126717e-01,2.466396e+03,8.434020e-01,2.275020e-01
cg17875356_ZBTB20,1,4266,1,7.861413e-01,2.564914e+03,9.848635e-01,2.264230e-01
cg17886536_OXNAD1,1,4412,1,8.887543e-01,2.330939e+03,4.515402e-01,2.263899e-01
cg17912112_LRRN1,1,4327,1,8.132869e-01,2.468272e+03,8.442771e-01,2.267351e-01
cg18196900_MAP6D1,1,4327,1,8.933350e-01,2.320429e+03,4.252778e-01,2.267929e-01
cg18489755_MAP6D1,1,3883,1,8.923532e-01,2.365305e+03,4.252182e-01,2.205874e-01
cg18532105_ZBTB20,1,3878,1,7.836788e-01,2.509647e+03,9.829099e-01,2.270456e-01
cg18635791_IL5RA,1,4292,1,5.892517e-01,3.038929e+03,2.017605e+00,2.274146e-01
cg18739166_LRRN1,1,4377,1,8.133222e-01,2.470177e+03,8.446931e-01,2.270800e-01
cg18984715_CBLB,1,4217,1,8.746547e-01,2.342580e+03,5.172214e-01,2.274351e-01
cg19005763_ABHD6,1,4163,1,9.046406e-01,2.283948e+03,3.571583e-01,2.274781e-01
cg19149693_ZBTB20,1,4392,1,7.865621e-01,2.520474e+03,9.856658e-01,2.270818e-01
cg19244029_KCNAB1,1,4257,1,9.198456e-01,2.296363e+03,2.813719e-01,2.269629e-01
cg19376823_IL5RA,1,4443,1,5.902469e-01,3.144868e+03,2.025741e+00,2.256916e-01
cg19511386_C3orf59,1,4228,1,6.293356e-01,2.836671e+03,1.804844e+00,2.272064e-01
cg19622597_ZBTB20,1,3995,1,7.844551e-01,2.513208e+03,9.832098e-01,2.277243e-01
cg19806398_CX3CR1,1,4375,1,8.480631e-01,2.401491e+03,6.622127e-01,2.269661e-01
cg19828146_KCNAB1,1,4282,1,9.200919e-01,2.252084e+03,2.802133e-01,2.274012e-01
cg19981243_ZBTB20,1,4283,1,7.861238e-01,2.531211e+03,9.895968e-01,2.262038e-01
cg20387392_ZBTB20,1,4362,1,7.864873e-01,2.520875e+03,9.857981e-01,2.271202e-01
cg20438207_LRRN1,1,4334,1,8.130948e-01,2.472420e+03,8.441364e-01,2.272581e-01
cg20586900_KCNAB1,1,4275,1,9.201112e-01,2.251077e+03,2.799207e-01,2.273432e-01
cg20621459_KCNAB1,1,3706,1,9.165820e-01,2.248663e+03,2.746751e-01,2.274324e-01
cg20941737_ZBTB20,1,3895,1,7.845872e-01,2.555050e+03,9.807758e-01,2.270590e-01
cg20960167_MAP6D1,1,3677,1,8.913630e-01,2.344419e+03,4.186850e-01,2.251398e-01
cg21179654_ZBTB20,1,3858,1,7.846219e-01,2.571292e+03,9.853396e-01,2.220454e-01
cg21497208_KCNAB1,1,3848,1,9.179672e-01,2.255159e+03,2.764427e-01,2.273279e-01
cg21761922_OXNAD1,1,3730,1,8.851799e-01,2.306836e+03,4.469401e-01,2.272205e-01
cg22230912_OXNAD1,1,3722,1,8.886634e-01,2.260684e+03,4.465532e-01,2.259259e-01
cg22367727_ZBTB20,1,4283,1,7.861324e-01,2.517293e+03,9.847482e-01,2.269922e-01
cg22612330_ZBTB20,1,4424,1,7.867308e-01,2.576977e+03,9.866923e-01,2.267764e-01
cg22614748_VPS8,1,3951,1,6.881100e-01,2.678239e+03,1.485486e+00,2.277722e-01
cg22917487_CX3CR1,1,4397,1,8.483609e-01,2.399185e+03,6.619918e-01,2.268341e-01
cg23185753_KCNAB1,1,4142,1,9.194059e-01,2.250946e+03,2.782364e-01,2.273438e-01
cg23196919_ABHD6,1,4181,1,9.053758e-01,2.282255e+03,3.555375e-01,2.269872e-01
cg23238483_LRRN1,1,2895,1,8.081874e-01,2.392110e+03,8.317704e-01,2.270597e-01
cg23344121_MYLK,1,4184,1,6.537186e-01,2.751805e+03,1.674876e+00,2.275721e-01
cg23479065_LRRN1,1,4333,1,8.131068e-01,2.470153e+03,8.440455e-01,2.272599e-01
cg23723013_KCNAB1,1,4379,1,9.204467e-01,2.297561e+03,2.830619e-01,2.270017e-01
cg24146776_ZBTB20,1,2986,1,7.795703e-01,2.487764e+03,9.711394e-01,2.277082e-01
cg24394097_KCNAB1,1,4008,1,9.186634e-01,2.244509e+03,2.769454e-01,2.270117e-01
