name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff
cg20324884_ZNF695,0,736,2,1.991575e+00,3.148775e+02,1.347809e-02,3.211453e-02
cg15665244_HSPA9,0,842,2,1.989213e+00,3.232110e+02,2.299173e-02,5.771873e-02
cg00778525_LOC285626,0,799,2,1.988474e+00,3.231481e+02,2.332262e-02,6.017725e-02
cg10484246_PGS1,0,740,2,1.989062e+00,3.219571e+02,1.976091e-02,5.972445e-02
cg11167160_DHODH,0,845,2,1.989561e+00,3.230541e+02,2.115255e-02,5.697423e-02
cg09864245_CD59,0,906,2,1.989104e+00,3.352387e+02,2.568567e-02,5.289690e-02
cg27440986_VILL,0,794,2,1.988891e+00,3.230680e+02,2.116135e-02,5.868100e-02
cg21713741_KCNJ10,0,754,2,1.987922e+00,3.229235e+02,2.343114e-02,6.199562e-02
cg15886450_ADCY10,0,772,2,1.988824e+00,3.226090e+02,2.095458e-02,5.981093e-02
cg07304680_TRAPPC10,0,863,2,1.989508e+00,3.232345e+02,2.202819e-02,5.670897e-02
cg13394762_MARK3,0,847,2,1.989057e+00,3.232860e+02,2.282275e-02,5.811228e-02
cg16087015_HEATR5B,0,860,2,1.989062e+00,3.235685e+02,2.356664e-02,5.807248e-02
cg20544852_TRIM27,0,934,2,1.990076e+00,3.233013e+02,2.285735e-02,5.414133e-02
cg11624996_SFSWAP,0,785,2,1.988887e+00,3.226299e+02,2.109912e-02,5.932592e-02
cg00305108_XPC,0,789,2,1.988651e+00,3.227750e+02,2.222180e-02,5.967105e-02
cg14446575_P4HB,0,783,2,1.989009e+00,3.225432e+02,2.072596e-02,5.865078e-02
cg20208787_CEP78,0,72,2,1.997840e+00,2.871768e+02,7.932260e-04,4.938145e-03
cg01425249_KIAA0319L,0,898,2,1.989533e+00,3.233626e+02,2.391903e-02,5.612236e-02
cg02625241_NFKB1,0,826,2,1.988851e+00,3.231554e+02,2.335041e-02,5.908365e-02
cg19586698_OTUD6B,0,771,2,1.989174e+00,3.219535e+02,2.116303e-02,5.911515e-02
cg02463555_FOXP1,0,961,2,1.989925e+00,3.240158e+02,2.387010e-02,5.392817e-02
cg03128303_CPNE1,0,879,2,1.989297e+00,3.236790e+02,2.361658e-02,5.689189e-02
cg01216565_WDR45B,0,49,2,1.978471e+00,2.921187e+02,3.904609e-03,1.722234e-02
cg03254865_BDP1,0,769,2,1.988495e+00,3.231247e+02,2.173115e-02,5.976133e-02
cg01890352_CTDP1,0,110,2,1.993377e+00,3.050629e+02,2.810981e-03,1.283678e-02
cg14516183_SEC22A,0,933,2,1.989562e+00,3.240090e+02,2.497177e-02,5.558632e-02
cg03526384_TM9SF3,0,854,2,1.989535e+00,3.212943e+02,2.252068e-02,5.686267e-02
cg17422574_RTN4,0,823,2,1.989051e+00,3.231258e+02,2.300795e-02,5.898839e-02
cg07207982_ANKS1A,0,555,2,1.990573e+00,3.039589e+02,1.456402e-02,6.029062e-02
cg15457217_WDFY1,0,823,2,1.989139e+00,3.231993e+02,2.190161e-02,5.792664e-02
cg06465076_CAST,0,854,2,1.989557e+00,3.234569e+02,2.117267e-02,5.604717e-02
cg03482521_ZHX2,0,792,2,1.989011e+00,3.230143e+02,2.032466e-02,5.821262e-02
cg26396370_KLF11,0,863,2,1.989468e+00,3.234938e+02,2.253852e-02,5.701584e-02
cg27170376_SMG6,0,835,2,1.989153e+00,3.233072e+02,2.243703e-02,5.755093e-02
cg14249174_ARFIP1,0,797,2,1.988370e+00,3.233183e+02,2.262986e-02,5.888659e-02
cg16023546_ANKRD33B,0,904,2,1.990019e+00,3.232444e+02,2.155094e-02,5.483117e-02
cg03955252_LOC101929337,0,800,2,1.989074e+00,3.231392e+02,2.157604e-02,5.885643e-02
cg03955252_LOC100505920,0,800,2,1.989074e+00,3.231392e+02,2.157604e-02,5.885643e-02
cg07380881_GIGYF2,0,815,2,1.989011e+00,3.229107e+02,2.242630e-02,5.814173e-02
cg10111648_NUP214,0,909,2,1.989851e+00,3.238402e+02,2.182847e-02,5.406007e-02
cg17330251_PON1,0,18,2,1.991360e+00,2.870940e+02,6.306933e-04,3.779029e-03
cg23818978_AMICA1,0,583,2,1.989192e+00,3.155562e+02,1.591905e-02,6.152375e-02
cg27266905_TCF12,0,822,2,1.988584e+00,3.235117e+02,2.552233e-02,6.045486e-02
cg08824095_GAPVD1,0,748,2,1.988533e+00,3.190676e+02,2.113107e-02,6.009139e-02
cg12578084_TERF2,0,807,2,1.989077e+00,3.232266e+02,2.085950e-02,5.804489e-02
cg23954865_ITGAL,0,756,2,1.987705e+00,3.212761e+02,2.386152e-02,6.240856e-02
cg13864101_LRRC8B,0,927,2,1.989327e+00,3.259747e+02,2.645793e-02,5.652569e-02
cg15424045_NSUN3,0,802,2,1.988404e+00,3.231725e+02,2.373191e-02,6.056537e-02
cg07876665_POLR3D,0,864,2,1.988787e+00,3.241980e+02,2.614133e-02,5.861097e-02
cg08736630_ATP9B,0,763,2,1.988439e+00,3.230565e+02,2.101696e-02,5.959984e-02
cg02735685_ATF7,0,735,2,1.988972e+00,3.219440e+02,1.977553e-02,6.026059e-02
cg05465459_TSPAN5,0,870,2,1.989129e+00,3.237325e+02,2.267916e-02,5.484141e-02
cg13474450_SLC45A4,0,847,2,1.989290e+00,3.232825e+02,2.236044e-02,5.738019e-02
cg23849592_TM4SF20,0,705,2,1.987501e+00,3.230745e+02,2.218558e-02,6.282309e-02
cg21752622_PDZD8,0,574,2,1.991693e+00,3.116022e+02,2.319987e-02,5.781520e-02
cg27481953_EZR-AS1,0,810,2,1.989495e+00,3.225872e+02,2.040748e-02,5.763798e-02
cg27481953_EZR,0,810,2,1.989495e+00,3.225872e+02,2.040748e-02,5.763798e-02
cg08236936_ASL,0,741,2,1.988676e+00,3.226576e+02,1.970856e-02,5.972233e-02
cg00646179_TMED10,0,736,2,1.988395e+00,3.226997e+02,2.106245e-02,6.046802e-02
cg07197493_SBF2,0,718,2,1.988453e+00,3.202024e+02,2.001932e-02,6.006178e-02
cg15926234_LOC102467213,0,640,2,1.988162e+00,3.217989e+02,1.913109e-02,6.191346e-02
cg19936372_P4HB,0,657,2,1.988230e+00,3.195704e+02,1.848333e-02,6.116781e-02
cg14680792_USP4,0,895,2,1.989410e+00,3.234001e+02,2.434034e-02,5.593131e-02
cg02929169_CDH4,0,811,2,1.989075e+00,3.228819e+02,2.223441e-02,5.874263e-02
cg05779950_IQGAP1,0,609,2,1.986900e+00,3.201995e+02,1.914671e-02,6.335160e-02
cg19183089_QDPR,0,791,2,1.989093e+00,3.226187e+02,2.105728e-02,5.881884e-02
cg10611016_C11orf42,0,777,2,1.988411e+00,3.227226e+02,2.331256e-02,6.116900e-02
cg12944251_RXRA,0,809,2,1.988616e+00,3.231505e+02,2.327268e-02,6.003319e-02
cg20203469_ACAD8,0,651,2,1.988542e+00,3.207687e+02,1.898411e-02,6.339584e-02
cg19949510_FNDC3B,0,699,2,1.988729e+00,3.218419e+02,1.919285e-02,6.022737e-02
cg02898825_SLC25A29,0,711,2,1.986722e+00,3.238142e+02,2.392369e-02,6.243224e-02
cg11629213_GLYCTK,0,805,2,1.988560e+00,3.231505e+02,2.322509e-02,6.021444e-02
cg21975684_ANKRD13A,0,749,2,1.988854e+00,3.227293e+02,2.110303e-02,6.024470e-02
cg16484858_RERE,0,27,2,1.979390e+00,2.975094e+02,1.636501e-02,1.320098e-02
cg16484858_LOC102724552,0,27,2,1.979390e+00,2.975094e+02,1.636501e-02,1.320098e-02
cg01676795_POR,0,849,2,1.989613e+00,3.231481e+02,2.107420e-02,5.604407e-02
cg03311335_NCRNA00171,0,742,2,1.988466e+00,3.224899e+02,2.134015e-02,6.027091e-02
cg17720707_C6orf97,0,134,2,1.981863e+00,3.108171e+02,6.035081e-03,3.046164e-02
cg08296601_MRPL28,0,67,2,1.973208e+00,3.003537e+02,1.934967e-02,3.105334e-02
cg15037126_COX5A,0,829,2,1.989716e+00,3.229882e+02,2.093510e-02,5.645816e-02
cg20782252_MAD1L1,0,754,2,1.989395e+00,3.218991e+02,1.934659e-02,5.897966e-02
cg21772826_TPRG1,0,943,2,1.990279e+00,3.234885e+02,2.364732e-02,5.367178e-02
cg07135405_UCKL1,0,515,2,1.989088e+00,3.116127e+02,1.380864e-02,6.092909e-02
cg07135405_MIR1914,0,515,2,1.989088e+00,3.116127e+02,1.380864e-02,6.092909e-02
cg08596918_RASSF3,0,1189,2,1.993192e+00,3.235187e+02,1.951929e-02,4.358716e-02
cg07305485_BRE,0,786,2,1.988580e+00,3.228494e+02,2.253132e-02,6.009649e-02
cg05544095_ZBTB20,0,745,2,1.987982e+00,3.230445e+02,2.222733e-02,6.132345e-02
cg10827767_DRG1,0,811,2,1.988932e+00,3.228518e+02,2.243494e-02,5.938443e-02
cg07600452_NFATC2,0,772,2,1.989269e+00,3.229830e+02,1.951221e-02,5.809950e-02
cg05956380_SLC20A2,0,789,2,1.988786e+00,3.233637e+02,2.275616e-02,5.886936e-02
cg02933882_ARID3B,0,762,2,1.988958e+00,3.224673e+02,2.037610e-02,5.988820e-02
cg06500418_ZAK,0,719,2,1.988594e+00,3.219569e+02,1.988679e-02,6.103715e-02
cg13865402_PPP1R12A,0,808,2,1.988506e+00,3.233425e+02,2.329715e-02,5.917118e-02
cg20050875_PABPC4,0,791,2,1.989199e+00,3.226172e+02,2.140248e-02,5.908537e-02
cg20050875_LOC101929516,0,791,2,1.989199e+00,3.226172e+02,2.140248e-02,5.908537e-02
cg11723077_SYNJ2,0,664,2,1.988002e+00,3.200221e+02,1.913827e-02,6.022374e-02
cg25949002_C6orf10,0,525,2,1.990395e+00,3.052881e+02,1.338770e-02,6.131317e-02
cg12511021_RCOR1,0,723,2,1.988646e+00,3.224091e+02,1.990637e-02,6.076277e-02
cg00272608_KSR1,0,826,2,1.988778e+00,3.232860e+02,2.276050e-02,5.874112e-02
cg13912964_ZNHIT1,0,815,2,1.989372e+00,3.230933e+02,2.203524e-02,5.803092e-02
cg25006851_MYST4,0,745,2,1.989007e+00,3.201770e+02,2.021298e-02,5.971842e-02
cg23506375_MIB1,0,849,2,1.988884e+00,3.234494e+02,2.460812e-02,5.869973e-02
cg27651270_BAZ1A,0,790,2,1.988767e+00,3.226466e+02,2.229968e-02,6.023460e-02
cg03278108_LOC100129034,0,735,2,1.988851e+00,3.219239e+02,1.963100e-02,6.035354e-02
cg03278108_PSMB7,0,735,2,1.988851e+00,3.219239e+02,1.963100e-02,6.035354e-02
cg06706813_C3orf21,0,753,2,1.988991e+00,3.223542e+02,1.984985e-02,5.942749e-02
cg02770216_AKAP9,0,917,2,1.990125e+00,3.215382e+02,2.352506e-02,5.381475e-02
cg14095610_ZFP90,0,692,2,1.988445e+00,3.218936e+02,1.926091e-02,6.172534e-02
cg23224303_YIPF1,0,865,2,1.989659e+00,3.232046e+02,2.157419e-02,5.621094e-02
cg24257119_ETV6,0,886,2,1.989496e+00,3.233760e+02,2.347397e-02,5.699708e-02
cg17721001_UBR5,0,641,2,1.988248e+00,3.194295e+02,1.782814e-02,6.120490e-02
cg13918631_IGF2BP2,0,632,2,1.987141e+00,3.194437e+02,1.958542e-02,5.604977e-02
cg13918631_C3orf65,0,632,2,1.987141e+00,3.194437e+02,1.958542e-02,5.604977e-02
cg08869748_HELLS,0,808,2,1.989186e+00,3.228346e+02,2.172632e-02,5.823964e-02
cg16441262_AKAP13,0,786,2,1.988435e+00,3.229427e+02,2.310943e-02,6.033797e-02
cg17105886_LRRC37B2,0,36,2,1.991335e+00,3.167730e+02,1.062434e-03,5.929055e-03
cg11726795_NUCKS1,0,735,2,1.988084e+00,3.226867e+02,2.202476e-02,6.168080e-02
cg06524923_BRE,0,1033,2,1.990387e+00,3.260207e+02,2.489162e-02,5.237977e-02
cg18646784_ERI3,0,725,2,1.988820e+00,3.219409e+02,1.978694e-02,6.104805e-02
cg26958740_LINC01091,0,673,2,1.988602e+00,3.196368e+02,1.892177e-02,6.195827e-02
cg00255093_RNASEH2B,0,835,2,1.989022e+00,3.233053e+02,2.252777e-02,5.707633e-02
cg11058631_IDI1,0,716,2,1.988680e+00,3.219422e+02,1.979339e-02,6.112633e-02
cg11058631_IDI2-AS1,0,716,2,1.988680e+00,3.219422e+02,1.979339e-02,6.112633e-02
cg20819482_TNKS,0,777,2,1.989172e+00,3.225468e+02,2.034169e-02,5.927176e-02
cg13827596_GS1-279B7.1,0,789,2,1.989755e+00,3.224620e+02,1.922137e-02,5.671431e-02
cg23530232_H6PD,0,1067,2,1.991649e+00,3.232664e+02,2.115065e-02,4.877962e-02
cg11684450_CIRBP,0,641,2,1.988591e+00,3.174724e+02,1.806072e-02,6.261761e-02
cg16683571_GAPVD1,0,736,2,1.988531e+00,3.220789e+02,2.128980e-02,6.105005e-02
cg04179951_TBC1D2B,0,717,2,1.988557e+00,3.225594e+02,1.986539e-02,6.112002e-02
cg07079231_DNAH3,0,915,2,1.989886e+00,3.235571e+02,2.269589e-02,5.440444e-02
cg07079231_TMEM159,0,915,2,1.989886e+00,3.235571e+02,2.269589e-02,5.440444e-02
cg06476699_PECAM1,0,624,2,1.988476e+00,3.176764e+02,2.023662e-02,6.240377e-02
cg19037107_ACAD8,0,745,2,1.989134e+00,3.225019e+02,1.943393e-02,5.964945e-02
cg24265600_CXADR,0,708,2,1.988262e+00,3.220126e+02,2.014861e-02,6.156468e-02
cg27273234_HN1,0,797,2,1.988692e+00,3.230833e+02,2.277826e-02,5.966475e-02
cg26314172_TOX,0,753,2,1.988914e+00,3.227196e+02,2.112603e-02,6.040890e-02
cg14156718_C11orf49,0,684,2,1.987654e+00,3.224023e+02,2.105384e-02,6.304288e-02
cg09351156_RNF144B,0,737,2,1.988373e+00,3.224764e+02,2.162959e-02,6.064260e-02
cg18275477_PPP2R5A,0,726,2,1.989062e+00,3.179232e+02,1.920125e-02,5.924573e-02
cg04533831_DYNC1H1,0,731,2,1.988643e+00,3.228089e+02,1.968383e-02,5.990585e-02
cg00705730_NCK2,0,676,2,1.988768e+00,3.218040e+02,1.895978e-02,6.227565e-02
cg20246452_MARK3,0,816,2,1.988775e+00,3.235293e+02,2.211210e-02,5.836729e-02
